Event_ID,Timestamp,Plant,Production_Line,Machine_ID,Shift,Downtime_Reason,Downtime_Category,Downtime_Minutes,Production_Loss_Units,Cost_Per_Unit,Downtime_Cost,Operator_ID,Maintenance_Team,Planned_Flag
DT-112372,01/06/2024 12:00,Plant A,Line-1,M-15,Night,Mechanical Failure,Technical,210,484,17,8228,OP-624,MT-3,0
DT-117172,14/07/2024 7:00,Plant A,Line-1,M-15,Evening,Mechanical Failure,Technical,16,184,25,4600,OP-624,MT-2,0
DT-103924,22/02/2023 3:00,Plant B,Line-1,M-15,Night,Mechanical Failure,Technical,89,88,27,2376,OP-208,MT-5,0
DT-100100,09/01/2023 14:00,Plant A,Line-1,M-15,Night,Unplanned Maintenance,Unplanned,293,348,55,19140,OP-626,MT-3,0
DT-111943,17/04/2024 13:00,Plant A,Line-1,M-15,Evening,Mechanical Failure,Technical,52,132,21,2772,OP-642,MT-3,0
DT-109120,14/11/2024 15:00,Plant A,Line-1,M-15,Morning,Material Shortage,Supply Chain,191,382,34,12988,OP-651,MT-3,0
DT-102485,15/01/2024 5:00,Plant A,Line-1,M-15,Evening,Planned Maintenance,Planned,14,499,37,18463,OP-656,MT-2,1
DT-101508,16/05/2023 9:00,Plant A,Line-1,M-15,Night,Mechanical Failure,Technical,161,193,22,4246,OP-657,MT-4,0
DT-107415,06/07/2023 13:00,Plant A,Line-1,M-15,Morning,Electrical Issue,Technical,148,159,45,7155,OP-658,MT-4,0
DT-119436,16/03/2023 14:00,Plant B,Line-5,M-15,Evening,Power Outage,External,358,33,49,1617,OP-217,MT-5,0
DT-116906,24/11/2024 9:00,Plant C,Line-5,M-15,Evening,Material Shortage,Supply Chain,24,476,51,24276,OP-219,MT-2,0
DT-107696,02/09/2024 8:00,Plant B,Line-1,M-15,Morning,Material Shortage,Supply Chain,304,43,57,2451,OP-221,MT-1,0
DT-111680,28/10/2023 0:00,Plant A,Line-1,M-15,Morning,Safety Stop,Compliance,262,59,20,1180,OP-693,MT-1,0
DT-107553,17/03/2024 4:00,Plant A,Line-1,M-15,Night,Planned Maintenance,Planned,164,458,31,14198,OP-712,MT-2,1
DT-119698,27/12/2024 6:00,Plant B,Line-4,M-15,Morning,Electrical Issue,Technical,282,342,21,7182,OP-225,MT-5,0
DT-101145,06/11/2024 20:00,Plant B,Line-4,M-15,Morning,Planned Maintenance,Planned,357,205,57,11685,OP-232,MT-4,1
DT-116051,10/08/2024 15:00,Plant B,Line-4,M-15,Evening,Safety Stop,Compliance,328,469,25,11725,OP-235,MT-5,0
DT-104276,13/04/2023 14:00,Plant B,Line-4,M-15,Morning,Planned Maintenance,Planned,351,402,59,23718,OP-237,MT-1,1
DT-101463,27/03/2024 7:00,Plant A,Line-1,M-15,Night,Unplanned Maintenance,Unplanned,111,76,30,2280,OP-789,MT-2,0
DT-101750,04/11/2024 11:00,Plant A,Line-1,M-15,Night,Unplanned Maintenance,Unplanned,27,252,27,6804,OP-790,MT-4,0
DT-109395,28/11/2023 19:00,Plant B,Line-5,M-15,Morning,Safety Stop,Compliance,205,435,57,24795,OP-241,MT-3,0
DT-114367,11/05/2024 4:00,Plant A,Line-1,M-15,Night,Power Outage,External,353,208,22,4576,OP-817,MT-3,0
DT-103004,26/07/2023 12:00,Plant A,Line-1,M-15,Evening,Safety Stop,Compliance,17,119,30,3570,OP-818,MT-4,0
DT-107730,05/08/2023 8:00,Plant C,Line-4,M-15,Morning,Material Shortage,Supply Chain,328,327,37,12099,OP-244,MT-3,0
DT-108347,26/07/2024 18:00,Plant A,Line-1,M-15,Night,Material Shortage,Supply Chain,319,100,19,1900,OP-823,MT-4,0
DT-103309,04/04/2024 19:00,Plant A,Line-1,M-15,Evening,Quality Issue,Quality,158,460,32,14720,OP-833,MT-5,0
DT-101253,19/04/2024 7:00,Plant C,Line-1,M-15,Evening,Safety Stop,Compliance,226,228,15,3420,OP-247,MT-3,0
DT-104302,26/04/2024 15:00,Plant A,Line-1,M-15,Evening,Mechanical Failure,Technical,222,282,55,15510,OP-839,MT-4,0
DT-113280,27/11/2023 11:00,Plant C,Line-5,M-15,Night,Unplanned Maintenance,Unplanned,50,27,46,1242,OP-252,MT-1,0
DT-108226,14/04/2023 12:00,Plant A,Line-1,M-15,Morning,Electrical Issue,Technical,191,75,59,4425,OP-901,MT-3,0
DT-110798,08/03/2024 18:00,Plant A,Line-1,M-15,Morning,Electrical Issue,Technical,200,373,43,16039,OP-905,MT-4,0
DT-109515,14/02/2024 11:00,Plant B,Line-4,M-15,Morning,Electrical Issue,Technical,278,57,34,1938,OP-262,MT-2,0
DT-104507,28/07/2024 2:00,Plant B,Line-1,M-15,Evening,Operator Error,Human,153,179,15,2685,OP-264,MT-5,0
DT-102942,21/01/2023 12:00,Plant A,Line-1,M-15,Evening,Unplanned Maintenance,Unplanned,121,427,26,11102,OP-925,MT-4,0
DT-111221,29/10/2023 16:00,Plant B,Line-1,M-15,Morning,Safety Stop,Compliance,282,142,42,5964,OP-271,MT-5,0
DT-105765,29/01/2023 6:00,Plant A,Line-1,M-15,Evening,Quality Issue,Quality,254,109,40,4360,OP-968,MT-3,0
DT-116502,29/05/2024 8:00,Plant B,Line-4,M-15,Evening,Planned Maintenance,Planned,19,97,25,2425,OP-275,MT-2,1
DT-118525,17/07/2023 6:00,Plant C,Line-4,M-15,Morning,Mechanical Failure,Technical,245,176,31,5456,OP-275,MT-5,0
DT-119219,22/06/2024 0:00,Plant A,Line-1,M-15,Morning,Quality Issue,Quality,125,455,28,12740,OP-991,MT-4,0
DT-111853,15/01/2023 11:00,Plant B,Line-5,M-15,Night,Quality Issue,Quality,33,46,18,828,OP-282,MT-2,0
DT-114951,10/09/2023 18:00,Plant C,Line-5,M-15,Morning,Electrical Issue,Technical,37,250,50,12500,OP-287,MT-2,0
DT-104060,17/01/2023 22:00,Plant C,Line-1,M-15,Evening,Mechanical Failure,Technical,137,109,49,5341,OP-294,MT-1,0
DT-111009,06/04/2024 14:00,Plant B,Line-5,M-15,Morning,Material Shortage,Supply Chain,104,250,16,4000,OP-301,MT-2,0
DT-109177,05/03/2024 19:00,Plant B,Line-4,M-15,Morning,Operator Error,Human,265,91,51,4641,OP-315,MT-5,0
DT-105610,21/10/2023 22:00,Plant B,Line-4,M-15,Night,Power Outage,External,122,184,32,5888,OP-316,MT-3,0
DT-100298,01/04/2024 22:00,Plant B,Line-4,M-15,Morning,Unplanned Maintenance,Unplanned,204,88,49,4312,OP-318,MT-5,0
DT-119349,30/05/2024 6:00,Plant B,Line-5,M-15,Evening,Material Shortage,Supply Chain,239,239,20,4780,OP-318,MT-5,0
DT-107177,16/12/2024 13:00,Plant B,Line-1,M-15,Night,Planned Maintenance,Planned,266,45,29,1305,OP-324,MT-1,1
DT-108211,18/02/2023 7:00,Plant C,Line-5,M-15,Night,Planned Maintenance,Planned,110,95,44,4180,OP-334,MT-3,1
DT-118569,11/03/2023 9:00,Plant B,Line-4,M-15,Night,Safety Stop,Compliance,149,7,46,322,OP-342,MT-5,0
DT-117804,30/10/2023 8:00,Plant C,Line-4,M-15,Night,Operator Error,Human,54,9,57,513,OP-342,MT-2,0
DT-107523,02/02/2024 0:00,Plant B,Line-1,M-15,Evening,Mechanical Failure,Technical,202,341,59,20119,OP-343,MT-5,0
DT-116250,23/12/2023 6:00,Plant C,Line-1,M-15,Night,Unplanned Maintenance,Unplanned,214,342,15,5130,OP-348,MT-2,0
DT-105399,29/03/2024 3:00,Plant C,Line-5,M-15,Morning,Mechanical Failure,Technical,226,42,26,1092,OP-351,MT-4,0
DT-105133,31/08/2023 15:00,Plant C,Line-1,M-15,Evening,Operator Error,Human,87,43,19,817,OP-355,MT-4,0
DT-111242,14/04/2023 7:00,Plant B,Line-4,M-15,Night,Mechanical Failure,Technical,140,258,45,11610,OP-359,MT-2,0
DT-109968,22/06/2023 3:00,Plant C,Line-1,M-15,Morning,Electrical Issue,Technical,80,206,18,3708,OP-363,MT-3,0
DT-103749,21/05/2023 13:00,Plant B,Line-1,M-15,Evening,Electrical Issue,Technical,319,164,43,7052,OP-365,MT-2,0
DT-105343,18/11/2023 23:00,Plant B,Line-4,M-15,Night,Safety Stop,Compliance,275,438,49,21462,OP-368,MT-2,0
DT-109211,14/06/2023 20:00,Plant C,Line-5,M-15,Morning,Electrical Issue,Technical,120,212,33,6996,OP-372,MT-3,0
DT-109806,20/05/2023 2:00,Plant C,Line-5,M-15,Morning,Power Outage,External,239,259,31,8029,OP-374,MT-2,0
DT-106378,05/11/2023 7:00,Plant C,Line-4,M-15,Night,Material Shortage,Supply Chain,228,489,15,7335,OP-377,MT-5,0
DT-109970,22/08/2024 3:00,Plant B,Line-1,M-15,Night,Safety Stop,Compliance,65,433,42,18186,OP-383,MT-1,0
DT-115467,01/06/2024 12:00,Plant C,Line-4,M-15,Night,Electrical Issue,Technical,102,437,57,24909,OP-388,MT-4,0
DT-110655,19/06/2024 4:00,Plant B,Line-1,M-15,Night,Quality Issue,Quality,290,272,38,10336,OP-397,MT-1,0
DT-104154,14/08/2024 7:00,Plant C,Line-1,M-15,Evening,Safety Stop,Compliance,244,488,22,10736,OP-402,MT-2,0
DT-113324,24/10/2023 11:00,Plant C,Line-5,M-15,Morning,Quality Issue,Quality,70,123,58,7134,OP-404,MT-5,0
DT-112689,01/08/2023 7:00,Plant B,Line-1,M-15,Night,Mechanical Failure,Technical,61,440,59,25960,OP-405,MT-2,0
DT-102927,15/05/2024 1:00,Plant B,Line-4,M-15,Night,Unplanned Maintenance,Unplanned,232,210,54,11340,OP-405,MT-4,0
DT-115257,14/09/2023 0:00,Plant C,Line-2,M-15,Morning,Quality Issue,Quality,100,482,41,19762,OP-106,MT-4,0
DT-118713,13/10/2023 5:00,Plant B,Line-2,M-15,Night,Power Outage,External,177,318,40,12720,OP-137,MT-2,0
DT-101388,21/07/2024 4:00,Plant B,Line-2,M-15,Night,Power Outage,External,100,176,39,6864,OP-153,MT-4,0
DT-111885,21/11/2023 13:00,Plant B,Line-2,M-15,Night,Power Outage,External,226,228,55,12540,OP-156,MT-5,0
DT-107055,25/01/2023 21:00,Plant B,Line-2,M-15,Evening,Operator Error,Human,211,12,52,624,OP-232,MT-3,0
DT-115799,09/07/2023 0:00,Plant C,Line-2,M-15,Night,Mechanical Failure,Technical,212,469,26,12194,OP-233,MT-3,0
DT-118557,12/06/2024 3:00,Plant C,Line-2,M-15,Night,Unplanned Maintenance,Unplanned,44,48,15,720,OP-252,MT-3,0
DT-101369,21/07/2024 21:00,Plant B,Line-2,M-15,Night,Unplanned Maintenance,Unplanned,230,34,24,816,OP-256,MT-1,0
DT-108443,26/10/2024 6:00,Plant B,Line-2,M-15,Night,Operator Error,Human,305,222,54,11988,OP-258,MT-2,0
DT-106071,24/05/2024 8:00,Plant C,Line-2,M-15,Morning,Material Shortage,Supply Chain,268,114,37,4218,OP-258,MT-1,0
DT-108785,23/01/2024 16:00,Plant C,Line-2,M-15,Evening,Electrical Issue,Technical,27,5,25,125,OP-260,MT-1,0
DT-112812,10/04/2023 18:00,Plant C,Line-2,M-15,Evening,Operator Error,Human,90,215,24,5160,OP-274,MT-2,0
DT-115236,01/03/2023 16:00,Plant A,Line-2,M-15,Morning,Quality Issue,Quality,64,229,39,8931,OP-120,MT-2,0
DT-101379,22/01/2023 10:00,Plant A,Line-2,M-15,Night,Operator Error,Human,7,86,20,1720,OP-127,MT-1,0
DT-119037,28/05/2023 9:00,Plant A,Line-2,M-15,Night,Power Outage,External,25,201,49,9849,OP-155,MT-3,0
DT-105504,04/04/2024 6:00,Plant A,Line-2,M-15,Night,Power Outage,External,34,32,54,1728,OP-156,MT-1,0
DT-109741,08/05/2023 18:00,Plant B,Line-2,M-15,Night,Planned Maintenance,Planned,108,116,17,1972,OP-290,MT-4,1
DT-107096,03/03/2024 3:00,Plant A,Line-2,M-15,Night,Quality Issue,Quality,199,394,40,15760,OP-204,MT-5,0
DT-111113,26/04/2024 10:00,Plant A,Line-2,M-15,Morning,Mechanical Failure,Technical,88,477,47,22419,OP-215,MT-4,0
DT-118329,22/04/2024 6:00,Plant A,Line-2,M-15,Night,Operator Error,Human,97,109,15,1635,OP-276,MT-1,0
DT-110796,07/05/2023 18:00,Plant A,Line-2,M-15,Morning,Planned Maintenance,Planned,125,456,48,21888,OP-284,MT-2,1
DT-106141,09/03/2023 12:00,Plant A,Line-2,M-15,Evening,Unplanned Maintenance,Unplanned,93,56,44,2464,OP-288,MT-1,0
DT-119317,30/06/2024 11:00,Plant C,Line-2,M-15,Night,Power Outage,External,202,168,28,4704,OP-323,MT-1,0
DT-109459,01/02/2023 17:00,Plant C,Line-2,M-15,Morning,Planned Maintenance,Planned,99,31,43,1333,OP-325,MT-5,1
DT-110594,20/07/2023 1:00,Plant A,Line-2,M-15,Night,Quality Issue,Quality,15,178,25,4450,OP-368,MT-5,0
DT-108370,06/07/2024 0:00,Plant A,Line-2,M-15,Evening,Power Outage,External,309,271,41,11111,OP-369,MT-2,0
DT-119478,21/07/2024 14:00,Plant A,Line-2,M-15,Morning,Power Outage,External,136,168,55,9240,OP-371,MT-3,0
DT-101062,24/10/2024 8:00,Plant A,Line-2,M-15,Night,Safety Stop,Compliance,170,242,45,10890,OP-379,MT-4,0
DT-100540,27/07/2024 20:00,Plant B,Line-2,M-15,Night,Material Shortage,Supply Chain,279,467,17,7939,OP-336,MT-5,0
DT-105729,09/07/2024 10:00,Plant A,Line-2,M-15,Morning,Power Outage,External,200,118,48,5664,OP-384,MT-4,0
DT-119371,09/09/2024 13:00,Plant C,Line-2,M-15,Morning,Mechanical Failure,Technical,164,439,40,17560,OP-338,MT-3,0
DT-108844,29/11/2023 23:00,Plant A,Line-2,M-15,Morning,Mechanical Failure,Technical,47,107,17,1819,OP-412,MT-1,0
DT-109986,20/04/2023 15:00,Plant A,Line-2,M-15,Evening,Power Outage,External,118,399,39,15561,OP-414,MT-3,0
DT-115425,26/11/2023 3:00,Plant A,Line-2,M-15,Morning,Quality Issue,Quality,210,461,39,17979,OP-419,MT-4,0
DT-110047,09/02/2023 8:00,Plant A,Line-2,M-15,Evening,Unplanned Maintenance,Unplanned,316,439,57,25023,OP-446,MT-2,0
DT-106824,19/01/2024 4:00,Plant A,Line-2,M-15,Morning,Quality Issue,Quality,54,271,23,6233,OP-467,MT-1,0
DT-112269,29/12/2024 14:00,Plant B,Line-2,M-15,Morning,Mechanical Failure,Technical,107,369,55,20295,OP-357,MT-1,0
DT-115562,02/05/2024 9:00,Plant B,Line-2,M-15,Night,Material Shortage,Supply Chain,131,401,44,17644,OP-357,MT-2,0
DT-112084,02/01/2023 14:00,Plant A,Line-2,M-15,Morning,Operator Error,Human,87,173,19,3287,OP-499,MT-1,0
DT-104035,16/08/2023 6:00,Plant A,Line-2,M-15,Night,Mechanical Failure,Technical,92,216,22,4752,OP-519,MT-4,0
DT-110967,13/06/2023 13:00,Plant A,Line-2,M-15,Evening,Mechanical Failure,Technical,195,368,22,8096,OP-562,MT-5,0
DT-113204,01/10/2023 14:00,Plant A,Line-2,M-15,Morning,Material Shortage,Supply Chain,251,452,51,23052,OP-571,MT-1,0
DT-113793,09/02/2023 11:00,Plant A,Line-2,M-15,Morning,Planned Maintenance,Planned,95,168,31,5208,OP-581,MT-5,1
DT-110162,14/11/2024 7:00,Plant A,Line-2,M-15,Morning,Quality Issue,Quality,168,102,37,3774,OP-585,MT-3,0
DT-118965,05/05/2023 12:00,Plant A,Line-2,M-15,Morning,Operator Error,Human,21,142,36,5112,OP-599,MT-3,0
DT-104534,28/09/2024 20:00,Plant A,Line-2,M-15,Night,Quality Issue,Quality,317,85,33,2805,OP-630,MT-1,0
DT-118062,16/04/2024 8:00,Plant C,Line-2,M-15,Morning,Quality Issue,Quality,321,479,30,14370,OP-382,MT-3,0
DT-108672,17/03/2023 6:00,Plant A,Line-2,M-15,Evening,Mechanical Failure,Technical,341,17,59,1003,OP-644,MT-3,0
DT-109812,18/02/2024 3:00,Plant A,Line-2,M-15,Night,Unplanned Maintenance,Unplanned,269,299,21,6279,OP-688,MT-5,0
DT-117504,14/06/2024 11:00,Plant A,Line-2,M-15,Evening,Mechanical Failure,Technical,318,484,33,15972,OP-714,MT-2,0
DT-104631,28/12/2023 7:00,Plant C,Line-4,M-15,Evening,Power Outage,External,29,359,36,12924,OP-410,MT-1,0
DT-114096,02/06/2023 21:00,Plant B,Line-2,M-15,Night,Quality Issue,Quality,48,349,42,14658,OP-401,MT-3,0
DT-119541,12/12/2023 20:00,Plant B,Line-2,M-15,Morning,Planned Maintenance,Planned,125,293,21,6153,OP-402,MT-4,1
DT-109206,29/02/2024 8:00,Plant C,Line-2,M-15,Morning,Safety Stop,Compliance,183,368,19,6992,OP-402,MT-3,0
DT-109594,26/11/2023 23:00,Plant A,Line-2,M-15,Night,Quality Issue,Quality,150,468,47,21996,OP-731,MT-1,0
DT-106482,06/07/2024 17:00,Plant A,Line-2,M-15,Evening,Material Shortage,Supply Chain,285,171,35,5985,OP-736,MT-2,0
DT-117989,10/10/2023 3:00,Plant A,Line-2,M-15,Night,Operator Error,Human,40,103,58,5974,OP-738,MT-1,0
DT-119124,08/08/2023 12:00,Plant A,Line-2,M-15,Evening,Operator Error,Human,124,172,58,9976,OP-745,MT-1,0
DT-111235,09/11/2023 18:00,Plant A,Line-2,M-15,Evening,Quality Issue,Quality,181,225,50,11250,OP-748,MT-1,0
DT-118160,13/12/2024 8:00,Plant A,Line-2,M-15,Morning,Safety Stop,Compliance,54,216,32,6912,OP-758,MT-1,0
DT-107155,28/12/2024 15:00,Plant C,Line-2,M-15,Night,Material Shortage,Supply Chain,47,229,28,6412,OP-410,MT-5,0
DT-118931,12/12/2024 13:00,Plant B,Line-4,M-15,Night,Mechanical Failure,Technical,152,180,27,4860,OP-411,MT-4,0
DT-106770,06/06/2023 14:00,Plant B,Line-2,M-15,Morning,Electrical Issue,Technical,147,28,51,1428,OP-413,MT-5,0
DT-100696,28/02/2024 15:00,Plant A,Line-2,M-15,Morning,Quality Issue,Quality,288,286,45,12870,OP-777,MT-3,0
DT-107471,21/10/2024 19:00,Plant A,Line-2,M-15,Night,Safety Stop,Compliance,127,285,55,15675,OP-781,MT-3,0
DT-111629,16/07/2024 12:00,Plant B,Line-2,M-15,Night,Unplanned Maintenance,Unplanned,357,55,22,1210,OP-416,MT-5,0
DT-100994,27/10/2023 8:00,Plant A,Line-2,M-15,Morning,Operator Error,Human,14,6,57,342,OP-803,MT-5,0
DT-119697,10/04/2024 10:00,Plant A,Line-2,M-15,Night,Operator Error,Human,13,350,20,7000,OP-830,MT-4,0
DT-108748,01/05/2023 1:00,Plant A,Line-2,M-15,Night,Quality Issue,Quality,81,337,54,18198,OP-838,MT-1,0
DT-119442,19/09/2024 22:00,Plant A,Line-2,M-15,Morning,Safety Stop,Compliance,344,354,54,19116,OP-849,MT-5,0
DT-115924,20/11/2024 7:00,Plant A,Line-2,M-15,Morning,Power Outage,External,301,116,24,2784,OP-899,MT-5,0
DT-112567,10/03/2024 4:00,Plant B,Line-2,M-15,Evening,Power Outage,External,312,27,23,621,OP-439,MT-3,0
DT-116773,02/12/2023 18:00,Plant A,Line-2,M-15,Night,Planned Maintenance,Planned,248,317,48,15216,OP-924,MT-4,1
DT-109534,15/10/2023 17:00,Plant A,Line-2,M-15,Morning,Safety Stop,Compliance,323,9,53,477,OP-929,MT-2,0
DT-110459,04/07/2023 13:00,Plant C,Line-2,M-15,Evening,Power Outage,External,337,17,25,425,OP-447,MT-2,0
DT-111121,28/07/2023 20:00,Plant A,Line-2,M-15,Evening,Operator Error,Human,66,127,56,7112,OP-947,MT-5,0
DT-101755,09/08/2023 19:00,Plant C,Line-2,M-15,Night,Unplanned Maintenance,Unplanned,136,296,39,11544,OP-450,MT-3,0
DT-118770,04/08/2023 3:00,Plant A,Line-2,M-15,Morning,Quality Issue,Quality,312,313,17,5321,OP-962,MT-1,0
DT-101987,17/04/2024 1:00,Plant B,Line-2,M-15,Morning,Material Shortage,Supply Chain,259,290,34,9860,OP-454,MT-5,0
DT-104973,03/10/2024 2:00,Plant A,Line-2,M-15,Evening,Unplanned Maintenance,Unplanned,179,94,34,3196,OP-981,MT-2,0
DT-111571,21/12/2023 13:00,Plant C,Line-2,M-15,Morning,Planned Maintenance,Planned,76,433,24,10392,OP-458,MT-3,1
DT-104811,08/11/2024 4:00,Plant B,Line-2,M-15,Morning,Unplanned Maintenance,Unplanned,177,51,24,1224,OP-464,MT-1,0
DT-103729,10/12/2024 17:00,Plant C,Line-2,M-15,Night,Unplanned Maintenance,Unplanned,159,499,53,26447,OP-470,MT-4,0
DT-119650,22/10/2023 15:00,Plant C,Line-2,M-15,Night,Unplanned Maintenance,Unplanned,93,54,54,2916,OP-472,MT-4,0
DT-110513,16/07/2023 17:00,Plant B,Line-2,M-15,Morning,Power Outage,External,170,286,33,9438,OP-503,MT-1,0
DT-119611,12/01/2024 6:00,Plant B,Line-2,M-15,Evening,Safety Stop,Compliance,148,17,39,663,OP-534,MT-5,0
DT-101049,06/05/2023 4:00,Plant C,Line-2,M-15,Morning,Unplanned Maintenance,Unplanned,356,256,39,9984,OP-539,MT-3,0
DT-114734,18/01/2024 6:00,Plant C,Line-2,M-15,Morning,Mechanical Failure,Technical,197,132,42,5544,OP-539,MT-3,0
DT-111622,07/08/2023 16:00,Plant C,Line-2,M-15,Morning,Electrical Issue,Technical,137,114,22,2508,OP-544,MT-5,0
DT-118253,19/01/2024 8:00,Plant C,Line-2,M-15,Morning,Material Shortage,Supply Chain,302,417,21,8757,OP-575,MT-4,0
DT-117862,17/10/2024 16:00,Plant B,Line-2,M-15,Evening,Electrical Issue,Technical,229,154,30,4620,OP-578,MT-4,0
DT-104084,28/12/2024 9:00,Plant C,Line-2,M-15,Evening,Mechanical Failure,Technical,346,258,50,12900,OP-581,MT-4,0
DT-105599,12/04/2023 5:00,Plant B,Line-2,M-15,Evening,Material Shortage,Supply Chain,335,307,22,6754,OP-598,MT-2,0
DT-106555,16/05/2023 13:00,Plant C,Line-2,M-15,Night,Electrical Issue,Technical,305,479,26,12454,OP-598,MT-5,0
DT-103293,13/09/2024 20:00,Plant C,Line-2,M-15,Evening,Material Shortage,Supply Chain,58,116,40,4640,OP-608,MT-4,0
DT-107143,22/02/2024 6:00,Plant C,Line-2,M-15,Morning,Power Outage,External,56,430,52,22360,OP-609,MT-2,0
DT-119692,17/01/2024 7:00,Plant C,Line-2,M-15,Evening,Quality Issue,Quality,153,73,37,2701,OP-616,MT-2,0
DT-100950,22/05/2024 7:00,Plant B,Line-4,M-15,Morning,Safety Stop,Compliance,214,78,46,3588,OP-414,MT-1,0
DT-116157,24/01/2023 19:00,Plant C,Line-5,M-15,Night,Quality Issue,Quality,303,61,43,2623,OP-414,MT-3,0
DT-109954,06/07/2023 22:00,Plant C,Line-2,M-15,Evening,Safety Stop,Compliance,217,496,21,10416,OP-618,MT-2,0
DT-114777,29/01/2024 10:00,Plant B,Line-2,M-15,Evening,Power Outage,External,335,191,47,8977,OP-630,MT-4,0
DT-112091,30/08/2024 9:00,Plant C,Line-2,M-15,Morning,Planned Maintenance,Planned,121,438,20,8760,OP-635,MT-3,1
DT-116430,15/06/2023 23:00,Plant B,Line-2,M-15,Morning,Material Shortage,Supply Chain,71,420,34,14280,OP-643,MT-5,0
DT-119166,21/03/2023 20:00,Plant C,Line-2,M-15,Night,Electrical Issue,Technical,55,376,48,18048,OP-649,MT-2,0
DT-110044,21/03/2024 1:00,Plant C,Line-2,M-15,Evening,Quality Issue,Quality,144,238,27,6426,OP-658,MT-3,0
DT-103117,02/06/2023 16:00,Plant C,Line-2,M-15,Morning,Power Outage,External,127,183,21,3843,OP-679,MT-1,0
DT-100019,28/12/2023 2:00,Plant C,Line-2,M-15,Morning,Unplanned Maintenance,Unplanned,90,303,31,9393,OP-681,MT-4,0
DT-106861,28/12/2024 11:00,Plant B,Line-2,M-15,Evening,Power Outage,External,39,406,26,10556,OP-700,MT-3,0
DT-101926,28/06/2024 14:00,Plant B,Line-2,M-15,Evening,Planned Maintenance,Planned,8,321,20,6420,OP-716,MT-3,1
DT-102030,24/03/2024 23:00,Plant B,Line-2,M-15,Night,Safety Stop,Compliance,31,138,44,6072,OP-764,MT-3,0
DT-110231,18/07/2023 12:00,Plant C,Line-2,M-15,Evening,Safety Stop,Compliance,139,144,58,8352,OP-782,MT-5,0
DT-106475,25/12/2024 17:00,Plant C,Line-2,M-15,Night,Quality Issue,Quality,278,68,35,2380,OP-784,MT-1,0
DT-110398,20/08/2024 21:00,Plant B,Line-2,M-15,Morning,Quality Issue,Quality,306,40,24,960,OP-792,MT-4,0
DT-114658,27/02/2023 7:00,Plant B,Line-2,M-15,Evening,Electrical Issue,Technical,68,457,45,20565,OP-801,MT-2,0
DT-106794,31/05/2023 22:00,Plant C,Line-2,M-15,Morning,Power Outage,External,176,165,19,3135,OP-802,MT-3,0
DT-107488,11/04/2024 13:00,Plant C,Line-2,M-15,Evening,Material Shortage,Supply Chain,354,153,23,3519,OP-828,MT-5,0
DT-105523,25/12/2024 16:00,Plant C,Line-2,M-15,Morning,Quality Issue,Quality,194,111,20,2220,OP-829,MT-5,0
DT-119512,02/01/2024 18:00,Plant C,Line-2,M-15,Morning,Material Shortage,Supply Chain,31,204,17,3468,OP-843,MT-1,0
DT-109975,25/04/2024 20:00,Plant B,Line-2,M-15,Evening,Mechanical Failure,Technical,170,18,25,450,OP-844,MT-2,0
DT-117704,25/01/2023 22:00,Plant C,Line-2,M-15,Morning,Power Outage,External,205,471,42,19782,OP-853,MT-2,0
DT-102220,08/04/2024 4:00,Plant B,Line-2,M-15,Morning,Power Outage,External,3,258,45,11610,OP-861,MT-2,0
DT-107920,25/05/2024 3:00,Plant C,Line-2,M-15,Morning,Material Shortage,Supply Chain,67,179,46,8234,OP-881,MT-5,0
DT-103899,05/07/2024 9:00,Plant B,Line-2,M-15,Evening,Safety Stop,Compliance,127,475,47,22325,OP-894,MT-2,0
DT-104792,24/08/2023 10:00,Plant B,Line-2,M-15,Morning,Quality Issue,Quality,327,361,52,18772,OP-894,MT-1,0
DT-100149,25/07/2023 11:00,Plant C,Line-2,M-15,Night,Safety Stop,Compliance,161,198,16,3168,OP-896,MT-2,0
DT-107500,13/08/2023 11:00,Plant B,Line-2,M-15,Morning,Material Shortage,Supply Chain,319,406,21,8526,OP-912,MT-1,0
DT-117215,24/12/2023 13:00,Plant B,Line-2,M-15,Evening,Operator Error,Human,151,164,18,2952,OP-919,MT-1,0
DT-109787,15/08/2023 21:00,Plant C,Line-2,M-15,Night,Operator Error,Human,15,126,19,2394,OP-927,MT-5,0
DT-119094,13/06/2024 7:00,Plant B,Line-2,M-15,Evening,Electrical Issue,Technical,86,328,48,15744,OP-939,MT-4,0
DT-115848,01/03/2024 7:00,Plant B,Line-2,M-15,Morning,Material Shortage,Supply Chain,24,265,19,5035,OP-952,MT-3,0
DT-110007,02/08/2023 15:00,Plant B,Line-2,M-15,Night,Mechanical Failure,Technical,186,22,52,1144,OP-963,MT-1,0
DT-115904,27/12/2023 15:00,Plant B,Line-2,M-15,Evening,Safety Stop,Compliance,263,434,33,14322,OP-981,MT-5,0
DT-112077,11/07/2023 3:00,Plant B,Line-2,M-15,Morning,Operator Error,Human,24,321,47,15087,OP-985,MT-4,0
DT-105044,07/03/2024 1:00,Plant C,Line-2,M-15,Evening,Electrical Issue,Technical,227,220,26,5720,OP-988,MT-5,0
DT-101414,25/12/2023 3:00,Plant B,Line-1,M-15,Evening,Quality Issue,Quality,255,17,29,493,OP-418,MT-4,0
DT-101615,11/08/2024 1:00,Plant B,Line-5,M-15,Morning,Safety Stop,Compliance,341,38,37,1406,OP-421,MT-3,0
